"Name","Location","Type","Namespace","Source","Reference Count","Offcut Ref Count"
"CAL_idle_comp_vehicle_speed_manual","4000a952","Data Label","Global","User Defined","1","0"
"CAL_tpssmooth_decrement_by_delta_X_tps_delta","4000a962","Data Label","Global","User Defined","1","0"
"CAL_tpssmooth_decrement_by_delta","4000a96a","Data Label","Global","User Defined","1","0"
"CAL_revlimit_speedbase_manual_tour_X_coolant_temp","4000a972","Data Label","Global","User Defined","2","0"
"CAL_revlimit_speedbase_manual_tour_Y_timer","4000a97a","Data Label","Global","User Defined","2","0"
"CAL_revlimit_speedbase_manual_tour","4000a982","Data Label","Global","User Defined","2","0"
"CAL_idle_comp_ecu_voltage_X_voltage","4000a9a2","Data Label","Global","User Defined","1","0"
"CAL_idle_comp_ecu_voltage","4000a9b2","Data Label","Global","User Defined","1","0"
"CAL_ign_comp_overtemp_X_rpm","4000a9c2","Data Label","Global","User Defined","1","0"
"CAL_ign_comp_overtemp","4000a9d2","Data Label","Global","User Defined","1","0"
"CAL_ign_comp_overtemp_coeff_X_coolant_temp","4000a9e2","Data Label","Global","User Defined","1","0"
"CAL_ign_comp_overtemp_coeff","4000a9ea","Data Label","Global","User Defined","1","0"
"CAL_ign_comp_speed_variation_unknown_X_rpm_delta","4000a9f2","Data Label","Global","User Defined","3","0"
"CAL_ign_comp_speed_variation_unknown","4000aa02","Data Label","Global","User Defined","3","0"
"CAL_vvt_start_timer_X_coolant_temp","4000aa12","Data Label","Global","User Defined","1","0"
"CAL_vvt_start_timer","4000aa1a","Data Label","Global","User Defined","1","0"
"CAL_closedloop_o2_switch_threshold_X_rpm","4000aa22","Data Label","Global","User Defined","1","0"
"CAL_closedloop_o2_switch_threshold","4000aa2a","Data Label","Global","User Defined","1","0"
"CAL_ign_comp_tps_rate_X_tps_rate","4000aa32","Data Label","Global","User Defined","3","0"
"CAL_ign_comp_tps_rate","4000aa3a","Data Label","Global","User Defined","3","0"
"CAL_knock_sampling_window_X_rpm","4000aa42","Data Label","Global","User Defined","1","0"
"CAL_knock_sampling_window_Y_load","4000aa52","Data Label","Global","User Defined","1","0"
"CAL_knock_sampling_window","4000aa62","Data Label","Global","User Defined","1","0"
"CAL_knock_buffer_size_X_engine_speed","4000ab62","Data Label","Global","User Defined","1","0"
"CAL_knock_buffer_size_Y_load","4000ab72","Data Label","Global","User Defined","1","0"
"CAL_knock_buffer_size","4000ab82","Data Label","Global","User Defined","1","0"
"CAL_cooling_fan_ac_on_X_air_temp","4000ac82","Data Label","Global","User Defined","1","0"
"CAL_cooling_fan_ac_on_Y_carspeed","4000ac88","Data Label","Global","User Defined","1","0"
"CAL_cooling_fan_ac_on","4000ac8e","Data Label","Global","User Defined","1","0"
"CAL_idle_comp_vehicle_speed_ips_X_vehicle_speed","4000acb2","Data Label","Global","User Defined","1","0"
"CAL_idle_comp_vehicle_speed_ips","4000acc2","Data Label","Global","User Defined","1","0"
"CAL_inj_time_base_X_car_voltage","4000acd2","Data Label","Global","User Defined","1","0"
"CAL_inj_time_base_Y_fuel_pressure","4000acda","Data Label","Global","User Defined","1","0"
"CAL_inj_time_base","4000ace2","Data Label","Global","User Defined","1","0"
"CAL_sensor_ac_evap_temp_scaling_X_voltage","4000ad22","Data Label","Global","User Defined","1","0"
"CAL_sensor_ac_evap_temp_scaling","4000ad42","Data Label","Global","User Defined","1","0"
"CAL_inj_accel_enrichment_load_threshold_X_rpm","4000ad62","Data Label","Global","User Defined","1","0"
"CAL_inj_accel_enrichment_load_threshold","4000ad6a","Data Label","Global","User Defined","1","0"
"CAL_sensor_fuel_level_X_voltage","4000ad72","Data Label","Global","User Defined","4","0"
"CAL_sensor_fuel_level","4000ad82","Data Label","Global","User Defined","4","0"
"CAL_revlimit_escalation_integrator_step_X_gear","4000ad92","Data Label","Global","User Defined","1","0"
"CAL_revlimit_escalation_integrator_step","4000ad99","Data Label","Global","User Defined","1","0"
"CAL_ign_comp_startup_manual_X_maf_accum","4000ada2","Data Label","Global","User Defined","1","0"
"CAL_ign_comp_startup_manual","4000adb2","Data Label","Global","User Defined","1","0"
"CAL_torque_limit_integral_X_load_error","4000adc2","Data Label","Global","User Defined","1","0"
"CAL_torque_limit_integral","4000adca","Data Label","Global","User Defined","1","0"
"CAL_idle_target_ips_coolant_fallback_X_coolant_temp","4000add2","Data Label","Global","User Defined","3","0"
"CAL_idle_target_ips_coolant_fallback","4000ade2","Data Label","Global","User Defined","3","0"
"CAL_load_alphaN_base_X_engine_speed","4000adf2","Data Label","Global","User Defined","5","0"
"CAL_load_alphaN_base_Y_tps","4000ae06","Data Label","Global","User Defined","2","0"
"CAL_load_alphaN_base","4000ae1a","Data Label","Global","User Defined","2","0"
"CAL_torque_limit_by_rpm_X_gear","4000afaa","Data Label","Global","User Defined","1","0"
"CAL_torque_limit_by_rpm_Y_rpm","4000afb2","Data Label","Global","User Defined","1","0"
"CAL_torque_limit_by_rpm","4000afba","Data Label","Global","User Defined","1","0"
"CAL_tpstarget_tour_ips_X_pps","4000b032","Data Label","Global","User Defined","3","0"
"CAL_tpstarget_tour_ips","4000b052","Data Label","Global","User Defined","3","0"
"CAL_tpstarget_sport_ips_X_pps","4000b072","Data Label","Global","User Defined","1","0"
"CAL_tpstarget_sport_ips","4000b092","Data Label","Global","User Defined","1","0"
"CAL_knock_sensitivity_X_engine_speed","4000b0b2","Data Label","Global","User Defined","1","0"
"CAL_knock_sensitivity_Y_load","4000b0ba","Data Label","Global","User Defined","1","0"
"CAL_knock_sensitivity","4000b0c2","Data Label","Global","User Defined","1","0"
"CAL_knock_peak_threshold_X_engine_speed","4000b102","Data Label","Global","User Defined","1","0"
"CAL_knock_peak_threshold_Y_load","4000b10a","Data Label","Global","User Defined","1","0"
"CAL_knock_peak_threshold","4000b112","Data Label","Global","User Defined","1","0"
"CAL_knock_count_to_retard_X_knock_count","4000b152","Data Label","Global","User Defined","1","0"
"CAL_knock_count_to_retard","4000b15a","Data Label","Global","User Defined","1","0"
"CAL_knock_detection_load_threshold_X_rpm","4000b162","Data Label","Global","User Defined","1","0"
"CAL_knock_detection_load_threshold","4000b16a","Data Label","Global","User Defined","1","0"
"CAL_knock_learning_load_threshold_X_rpm","4000b172","Data Label","Global","User Defined","1","0"
"CAL_knock_learning_load_threshold","4000b17a","Data Label","Global","User Defined","1","0"
"CAL_evap_purge_flow_coefficient_X_dutycycle","4000b182","Data Label","Global","User Defined","1","0"
"CAL_evap_purge_flow_coefficient_Y_vacuum","4000b192","Data Label","Global","User Defined","1","0"
"CAL_evap_purge_flow_coefficient","4000b1a2","Data Label","Global","User Defined","1","0"
"CAL_tpstarget_tour_manual_X_pps","4000b2b2","Data Label","Global","User Defined","3","0"
"CAL_tpstarget_tour_manual","4000b2d2","Data Label","Global","User Defined","3","0"
"CAL_tpstarget_sport_manual_X_pps","4000b332","Data Label","Global","User Defined","1","0"
"CAL_tpstarget_sport_manual","4000b352","Data Label","Global","User Defined","1","0"
"CAL_ign_comp_tps2_X_engine_speed","4000b372","Data Label","Global","User Defined","2","0"
"CAL_ign_comp_tps2_Y_accel_pedal","4000b37a","Data Label","Global","User Defined","2","0"
"CAL_ign_comp_tps2","4000b38a","Data Label","Global","User Defined","2","0"
"CAL_inj_cranking_enrichment_coolant_ips_X_coolant_engine_stopped","4000b40a","Data Label","Global","User Defined","1","0"
"CAL_inj_cranking_enrichment_coolant_ips_Y_maf_accumulated","4000b422","Data Label","Global","User Defined","1","0"
"CAL_inj_cranking_enrichment_coolant_ips","4000b43e","Data Label","Global","User Defined","1","0"
"CAL_torque_torque_to_load_X_engine_speed","4000b64a","Data Label","Global","User Defined","2","0"
"CAL_torque_torque_to_load_Y_torque","4000b66a","Data Label","Global","User Defined","2","0"
"CAL_torque_torque_to_load","4000b68a","Data Label","Global","User Defined","2","0"
"CAL_torque_ign_retard_base_X_engine_speed","4000b88a","Data Label","Global","User Defined","1","0"
"CAL_torque_ign_retard_base_Y_torque_reduction_factor","4000b89a","Data Label","Global","User Defined","1","0"
"CAL_torque_ign_retard_base","4000b8aa","Data Label","Global","User Defined","1","0"
"CAL_ign_min_X_engine_speed","4000b9aa","Data Label","Global","User Defined","1","0"
"CAL_ign_min_Y_load","4000b9ba","Data Label","Global","User Defined","1","0"
"CAL_ign_min","4000b9ca","Data Label","Global","User Defined","1","0"
"CAL_idle_target_ips_X_coolant_temp","4000baca","Data Label","Global","User Defined","1","0"
"CAL_idle_target_ips","4000bada","Data Label","Global","User Defined","1","0"
"CAL_torque_limit_base_factor_X_rpm","4000baea","Data Label","Global","User Defined","1","0"
"CAL_torque_limit_base_factor_Y_load","4000bafa","Data Label","Global","User Defined","1","0"
"CAL_torque_limit_base_factor","4000bb0a","Data Label","Global","User Defined","1","0"
"CAL_torque_engine_friction_temp_component_X_coolant","4000bc0a","Data Label","Global","User Defined","1","0"
"CAL_torque_engine_friction_temp_component_Y_load","4000bc12","Data Label","Global","User Defined","1","0"
"CAL_torque_engine_friction_temp_component","4000bc1a","Data Label","Global","User Defined","1","0"
"CAL_torque_factor_base_ign_intervention_X_engine_speed","4000bc5a","Data Label","Global","User Defined","2","0"
"CAL_torque_factor_base_ign_intervention_Y_ign_adv","4000bc6a","Data Label","Global","User Defined","2","0"
"CAL_torque_factor_base_ign_intervention","4000bc7a","Data Label","Global","User Defined","2","0"
"CAL_torque_factor_base_engine_speed_load_X_engine_speed","4000bd7a","Data Label","Global","User Defined","1","0"
"CAL_torque_factor_base_engine_speed_load_Y_load","4000bd8a","Data Label","Global","User Defined","1","0"
"CAL_torque_factor_base_engine_speed_load","4000bd9a","Data Label","Global","User Defined","1","0"
"CAL_ign_comp_coolant_ips_noflags_X_coolant_temp","4000bffa","Data Label","Global","User Defined","1","0"
"CAL_ign_comp_coolant_ips_noflags","4000c00a","Data Label","Global","User Defined","1","0"
"CAL_revlimit_speedbase_manual_sport_X_coolant_temp","4000c01a","Data Label","Global","User Defined","2","0"
"CAL_revlimit_speedbase_manual_sport_Y_timer","4000c022","Data Label","Global","User Defined","2","0"
"CAL_revlimit_speedbase_manual_sport","4000c02a","Data Label","Global","User Defined","2","0"
"CAL_revlimit_speedbase_ips_tour_X_coolant_temp","4000c04a","Data Label","Global","User Defined","2","0"
"CAL_revlimit_speedbase_ips_tour_Y_timer","4000c052","Data Label","Global","User Defined","2","0"
"CAL_revlimit_speedbase_ips_tour","4000c05a","Data Label","Global","User Defined","2","0"
"CAL_revlimit_speedbase_ips_sport_X_coolant_temp","4000c07a","Data Label","Global","User Defined","2","0"
"CAL_revlimit_speedbase_ips_sport_Y_timer","4000c082","Data Label","Global","User Defined","2","0"
"CAL_revlimit_speedbase_ips_sport","4000c08a","Data Label","Global","User Defined","2","0"
"CAL_revlimit_coldstart_rpm_envelope_X_index","4000c0aa","Data Label","Global","User Defined","2","0"
"CAL_revlimit_coldstart_rpm_envelope","4000c0b2","Data Label","Global","User Defined","2","0"
"CAL_idle_comp_carspeed_ips_X_carspeed","4000c0ba","Data Label","Global","User Defined","1","0"
"CAL_idle_comp_carspeed_ips","4000c0c2","Data Label","Global","User Defined","1","0"
"CAL_ign_min_engine_off_X_engine_speed","4000c0cb","Data Label","Global","User Defined","1","0"
"CAL_ign_min_engine_off_Y_load","4000c0ce","Data Label","Global","User Defined","1","0"
"CAL_ign_min_engine_off","4000c0d1","Data Label","Global","User Defined","1","0"
"CAL_inj_bank_balance_X_engine_speed","4000c0da","Data Label","Global","User Defined","1","0"
"CAL_inj_bank_balance_Y_load","4000c0ee","Data Label","Global","User Defined","1","0"
"CAL_inj_bank_balance","4000c102","Data Label","Global","User Defined","1","0"
"CAL_ign_mbt_modeled_X_engine_speed","4000c292","Data Label","Global","User Defined","1","0"
"CAL_ign_mbt_modeled_Y_load","4000c2a6","Data Label","Global","User Defined","1","0"
"CAL_ign_mbt_modeled","4000c2ba","Data Label","Global","User Defined","1","0"
"CAL_inj_coldstart_enrichment_X_coolant_temp","4000c49a","Data Label","Global","User Defined","1","0"
"CAL_inj_coldstart_enrichment_Y_maf_accum","4000c4a2","Data Label","Global","User Defined","1","0"
"CAL_inj_coldstart_enrichment","4000c4aa","Data Label","Global","User Defined","1","0"
"CAL_load_baro_gain_X_rpm","4000c51a","Data Label","Global","User Defined","1","0"
"CAL_load_baro_gain_Y_load","4000c52a","Data Label","Global","User Defined","1","0"
"CAL_load_baro_gain","4000c53a","Data Label","Global","User Defined","1","0"
"CAL_idle_comp_while_moving_X_rpm","4000c63a","Data Label","Global","User Defined","1","0"
"CAL_idle_comp_while_moving","4000c65a","Data Label","Global","User Defined","1","0"
"CAL_cluster_shiftlight_rpm_offset_ips","4000c67a","Data Label","Global","User Defined","1","0"
"CAL_cluster_shiftlight_rpm_offset_ips","4000c682","Data Label","Global","User Defined","0","0"
"CAL_vvt_exhaust_comp_temp_X_coolant_temp","4000c68a","Data Label","Global","User Defined","1","0"
"CAL_vvt_exhaust_comp_temp","4000c69a","Data Label","Global","User Defined","1","0"
"CAL_idle_comp_steering_X_steering_load","4000c6aa","Data Label","Global","User Defined","1","0"
"CAL_idle_comp_steering","4000c6ae","Data Label","Global","User Defined","1","0"
"CAL_ign_comp_coolant_manual_vvt_alt_X_coolant_temp","4000c6b2","Data Label","Global","User Defined","1","0"
"CAL_ign_comp_coolant_manual_vvt_alt","4000c6c2","Data Label","Global","User Defined","1","0"
"CAL_ign_comp_coolant_ips_flags_X_coolant_temp","4000c6d2","Data Label","Global","User Defined","1","0"
"CAL_ign_comp_coolant_ips_flags","4000c6e2","Data Label","Global","User Defined","1","0"
"CAL_vvt_intake_advance_base_low_load_X_engine_speed","4000c6f2","Data Label","Global","User Defined","3","1"
"CAL_vvt_intake_advance_base_low_load_Y_load","4000c6f8","Data Label","Global","User Defined","3","1"
"CAL_vvt_intake_advance_base_low_load","4000c6fe","Data Label","Global","User Defined","1","0"
"CAL_injtip_dfco_enable_rpm_ips_firstgear_X_coolant","4000c722","Data Label","Global","User Defined","1","0"
"CAL_injtip_dfco_enable_rpm_ips_firstgear","4000c726","Data Label","Global","User Defined","1","0"
"CAL_vvt_exhaust_advance_base_low_load_X_engine_speed","4000c76a","Data Label","Global","User Defined","3","1"
"CAL_vvt_exhaust_advance_base_low_load_Y_load","4000c770","Data Label","Global","User Defined","3","1"
"CAL_vvt_exhaust_advance_base_low_load","4000c776","Data Label","Global","User Defined","1","0"
"CAL_idle_air_control_proportional_X_speed_error","4000c7a2","Data Label","Global","User Defined","1","0"
"CAL_idle_air_control_proportional","4000c7c2","Data Label","Global","User Defined","1","0"
"CAL_ign_comp_startup_ips_X_coolant_temp_engine_stopped","4000c7e2","Data Label","Global","User Defined","1","0"
"CAL_ign_comp_startup_ips_Y_maf_accumulated","4000c7ea","Data Label","Global","User Defined","1","0"
"CAL_ign_comp_startup_ips","4000c7fe","Data Label","Global","User Defined","1","0"
"CAL_revlimit_trim_per_gear_X_gear","4000c84e","Data Label","Global","User Defined","1","0"
"CAL_revlimit_trim_per_gear","4000c855","Data Label","Global","User Defined","1","0"
"CAL_revlimit_airflow_threshold_X_gear","4000c85c","Data Label","Global","User Defined","1","0"
"CAL_revlimit_airflow_threshold","4000c863","Data Label","Global","User Defined","1","0"
"CAL_ecu_engine_speed_target_tour_X_pps","4000c86a","Data Label","Global","User Defined","1","0"
"CAL_ecu_engine_speed_target_tour","4000c87e","Data Label","Global","User Defined","1","0"
"CAL_idle_error_correction_unknown_X_speed_error","4000c892","Data Label","Global","User Defined","1","0"
"CAL_idle_error_correction_unknown","4000c8b2","Data Label","Global","User Defined","1","0"
"CAL_dca_tps_limit_manual_X_time","4000c8d2","Data Label","Global","User Defined","1","0"
"CAL_dca_tps_limit_manual","4000c8da","Data Label","Global","User Defined","1","0"
"CAL_dca_unknown_ips_nolc_X_time","4000c8e2","Data Label","Global","User Defined","1","0"
"CAL_dca_unknown_ips_nolc","4000c8ea","Data Label","Global","User Defined","1","0"
"CAL_dca_tps_limit_ips_x_time","4000c902","Data Label","Global","User Defined","1","0"
"CAL_dca_tps_limit_ips","4000c90a","Data Label","Global","User Defined","1","0"
"CAL_tpstarget_tour_shifting_X_pps","4000c912","Data Label","Global","User Defined","1","0"
"CAL_tpstarget_tour_shifting","4000c932","Data Label","Global","User Defined","1","0"
"CAL_tpstarget_sport_shifting_X_pps","4000c952","Data Label","Global","User Defined","1","0"
"CAL_tpstarget_sport_shifting","4000c972","Data Label","Global","User Defined","1","0"
"CAL_revlimit_airflow_gain_from_rpm_delta_X_gear","4000c992","Data Label","Global","User Defined","1","0"
"CAL_revlimit_airflow_gain_from_rpm_delta","4000c999","Data Label","Global","User Defined","1","0"
"CAL_revlimit_airflow_gain_from_integrator_X_gear","4000c9a0","Data Label","Global","User Defined","1","0"
"CAL_revlimit_airflow_gain_from_integrator","4000c9a7","Data Label","Global","User Defined","1","0"
"CAL_revlimit_airflow_gain_from_rpm_X_gear","4000c9ae","Data Label","Global","User Defined","1","0"
"CAL_revlimit_airflow_gain_from_rpm","4000c9b5","Data Label","Global","User Defined","1","0"
"CAL_obd_ii_coolant_warmup_thresholds","4000c9c4","Data Label","Global","User Defined","1","1"
"CAL_oil_pressure_low_timer_threshold","4000c9d6","Data Label","Global","User Defined","1","0"
"CAL_cac_dutycycle_tolerance","4000c9d7","Data Label","Global","User Defined","1","0"
"CAL_cluster_test_enable???","4000c9d8","Data Label","Global","User Defined","1","0"
"CAL_obd_ii_monitor_debounce_cycles","4000c9d9","Data Label","Global","User Defined","9","0"
"CAL_sensor_iat_voltage_threshold","4000c9ee","Data Label","Global","User Defined","2","1"
"CAL_obd_ii_postcat_o2_voltage_scaling_unknown","4000c9fa","Data Label","Global","User Defined","4","0"
"CAL_sensor_coolant_voltage_threshold","4000ca04","Data Label","Global","User Defined","2","1"
"CAL_revlimit_limp_mode","4000ca08","Data Label","Global","User Defined","3","0"
"CAL_ecu_system_voltage_threshold","4000ca0c","Data Label","Global","User Defined","1","1"
"CAL_sensor_baro_sensor_failure_fallback","4000ca14","Data Label","Global","User Defined","1","0"
"CAL_misfire_enable_coolant_min","4000ca30","Data Label","Global","User Defined","1","0"
"CAL_misfire_enable_coolant_max","4000ca31","Data Label","Global","User Defined","1","0"
"CAL_cluster_coolant_warning","4000ca32","Data Label","Global","User Defined","1","1"
"CAL_misfire_enable_rpm_min","4000ca36","Data Label","Global","User Defined","1","0"
"CAL_misfire_enable_rpm_max","4000ca37","Data Label","Global","User Defined","1","0"
"CAL_misfire_failed_bank_scaling","4000ca3a","Data Label","Global","User Defined","1","0"
"CAL_vvt_zero_target_timeout","4000ca47","Data Label","Global","User Defined","4","0"
"CAL_wheel_speed_rate_min","4000ca54","Data Label","Global","User Defined","4","0"
"obd_ii_common_tests_complete","4000ca5a","Data Label","Global","User Defined","2","0"
"obd_ii_common_test_available","4000ca5b","Data Label","Global","User Defined","4","0"
"CAL_obd_ii_o2_sensors_present","4000ca5d","Data Label","Global","User Defined","1","0"
"CAL_obd_ii_standards_supported","4000ca5e","Data Label","Global","User Defined","8","0"
"CAL_sensor_o2_heater_undercurrent_threshold","4000ca6a","Data Label","Global","User Defined","4","0"
"CAL_sensor_o2_heater_overcurrent_threshold_mA","4000ca6c","Data Label","Global","User Defined","8","0"
"CAL_sensor_accel_pedal_pos_d_threshold","4000ca7a","Data Label","Global","User Defined","1","1"
"CAL_sensor_accel_pedal_pos_e_threshold","4000ca7e","Data Label","Global","User Defined","1","1"
"CAL_obd_ii_o2_precat_diag_timer","4000ca8a","Data Label","Global","User Defined","3","0"
"CAL_obd_ii_mode2f_timeout","4000ca8c","Data Label","Global","User Defined","31","0"
"CAL_ecu_obd_mode2F_timer","4000ca90","Data Label","Global","User Defined","2","0"
"CAL_tps_commanded_during_fault","4000ca9b","Data Label","Global","User Defined","3","0"
"CAL_sensor_iat_fallback","4000ca9c","Data Label","Global","User Defined","2","0"
"CAL_sensor_coolant_temp_fallback_value","4000ca9d","Data Label","Global","User Defined","1","0"
"CAL_cluster_fuel_level_warning_threshold","4000caa0","Data Label","Global","User Defined","1","1"
"CAL_sensor_manifold_temp_sensor_present","4000caa2","Data Label","Global","User Defined","6","0"
"CAL_load_alphaN_use_tmap_density","4000caa3","Data Label","Global","User Defined","1","0"
"CAL_tmap_use_for_load","4000caac","Data Label","Global","User Defined","1","0"
"CAL_oil_pressure_switch_startup_time","4000cab0","Data Label","Global","User Defined","1","0"
"CAL_obd_ii_oil_pressure_switch_low_voltage","4000cab4","Data Label","Global","User Defined","1","0"
"CAL_sensor_intake_air_temp_voltage_threshold","4000cab6","Data Label","Global","User Defined","2","1"
"CAL_sensor_o2_lean_voltage_threshold","4000cacc","Data Label","Global","User Defined","20","0"
"CAL_sensor_o2_rich_voltage_threshold","4000cace","Data Label","Global","User Defined","12","0"
"CAL_obd_ii_cat_monitor_min_engine_runtime","4000cad0","Data Label","Global","User Defined","3","0"
"CAL_sensor_o2_rich_voltage_threshold","4000cad2","Data Label","Global","User Defined","15","0"
"CAL_sensor_o2_lean_voltage_threshold","4000cad4","Data Label","Global","User Defined","17","0"
"CAL_misfire_emissions_limit","4000cad8","Data Label","Global","User Defined","1","0"
"CAL_obd_ii_fuel_type","4000cae2","Data Label","Global","User Defined","2","0"
"CAL_sensor_fuel_level_sensor_voltage_threshold","4000caea","Data Label","Global","User Defined","2","1"
"CAL_cac_pwm_mismatch_threshold","4000caf2","Data Label","Global","User Defined","1","0"
"CAL_cooling_thermostat_open","4000cb22","Data Label","Global","User Defined","6","0"
"CAL_sensor_knock_voltage_threshold","4000cb24","Data Label","Global","User Defined","2","1"
"CAL_wheel_speed_multiplier_front","4000cb46","Data Label","Global","User Defined","2","0"
"CAL_wheel_speed_multiplier_rear","4000cb48","Data Label","Global","User Defined","2","0"
"CAL_sensor_temp_diagnostic_startup_delay","4000cb4a","Data Label","Global","User Defined","6","0"
"CAL_sensor_tps_voltage_theshold1","4000cb50","Data Label","Global","User Defined","1","1"
"CAL_sensor_tps_voltage_theshold2","4000cb54","Data Label","Global","User Defined","1","1"
"CAL_trans_gear_ratio_sport","4000cb6a","Data Label","Global","User Defined","1","11"
"CAL_closedloop_stft_idle_max_limit","4000cb82","Data Label","Global","User Defined","4","0"
"CAL_closedloop_max_tipin_enrichment","4000cb88","Data Label","Global","User Defined","3","0"
"CAL_closedloop_max_tipout_enleanment","4000cb89","Data Label","Global","User Defined","3","0"
"CAL_fuel_usage_to_flow_scaling","4000cb8e","Data Label","Global","User Defined","1","0"
"CAL_idle_sensor_fault_coolant_temp","4000cbb0","Data Label","Global","User Defined","4","0"
"CAL_wheel_speed_min","4000cbc4","Data Label","Global","User Defined","4","0"
"CAL_sensor_accel_pedal_midpoint_voltage_range","4000cbcc","Data Label","Global","User Defined","1","1"
"CAL_clutch_sensor_confidence_max","4000cbd2","Data Label","Global","User Defined","4","0"
"CAL_clutch_variance_threshold","4000cbd4","Data Label","Global","User Defined","1","0"
"CAL_clutch_confidence_decrement","4000cbd5","Data Label","Global","User Defined","2","0"
"CAL_clutch_confidence_increment","4000cbd6","Data Label","Global","User Defined","2","0"
"CAL_knock_threshold_obd_ii_check_enable_engine_speed","4000cbfa","Data Label","Global","User Defined","1","0"
"CAL_knock_threshold_obd_ii_check_enable_load","4000cbfc","Data Label","Global","User Defined","1","0"
"CAL_sensor_lat_accel_raw_threshold","4000cc01","Data Label","Global","User Defined","1","0"
"CAL_sensor_lat_accel_smoothing_factor","4000cc02","Data Label","Global","User Defined","2","0"
"CAL_slip_gear_speed_ratios_ips","4000cc04","Data Label","Global","User Defined","1","5"
"CAL_slip_gear_speed_ratios_cr","4000cc10","Data Label","Global","User Defined","1","5"
"CAL_slip_gear_speed_ratios_long","4000cc1c","Data Label","Global","User Defined","1","5"
"CAL_slip_threshold_1st_Gear","4000cc28","Data Label","Global","User Defined","3","0"
"CAL_slip_threshold_per_gear_manual","4000cc29","Data Label","Global","User Defined","2","4"
"CAL_slip_slip_threshold_per_gear_ips","4000cc2e","Data Label","Global","User Defined","1","4"
"CAL_slip_detect_mode","4000cc33","Data Label","Global","User Defined","6","0"
"CAL_slip_inhibit_accel_pedal_min","4000cc34","Data Label","Global","User Defined","1","0"
"CAL_slip_steering_angle_max_unknown","4000cc36","Data Label","Global","User Defined","2","0"
"CAL_slip_car_speed_unknown1","4000cc38","Data Label","Global","User Defined","1","0"
"CAL_slip_threshold_car_speed","4000cc3a","Data Label","Global","User Defined","1","0"
"CAL_slip_coldstart_coolant_threshold","4000cc3b","Data Label","Global","User Defined","1","0"
"CAL_slip_timer_per_gear_intervention","4000cc3c","Data Label","Global","User Defined","11","0"
"CAL_slip_inhibit_cornering_base","4000cc3d","Data Label","Global","User Defined","2","0"
"CAL_slip_inhibit_cornering_offset","4000cc3e","Data Label","Global","User Defined","1","0"
"CAL_slip_steering_rate_factor","4000cc3f","Data Label","Global","User Defined","1","0"
"CAL_slip_steering_increase_factor_min","4000cc40","Data Label","Global","User Defined","2","0"
"CAL_slip_steering_angle_smooth_factor","4000cc41","Data Label","Global","User Defined","2","0"
"CAL_slip_inhibit_accel_pedal_timer","4000cc42","Data Label","Global","User Defined","1","0"
"CAL_slip_threshold_hysteresis_offset","4000cc44","Data Label","Global","User Defined","2","0"
"CAL_slip_timer_intervention2","4000cc45","Data Label","Global","User Defined","6","0"
"CAL_slip_gear_offset_unknown","4000cc46","Data Label","Global","User Defined","4","0"
"CAL_slip_wheelspeed_front_accel_threshold","4000cc48","Data Label","Global","User Defined","2","0"
"CAL_slip_enable_speed","4000cc49","Data Label","Global","User Defined","1","0"
"CAL_trans_pump_carspeed_enable","4000cc94","Data Label","Global","User Defined","1","1"
"CAL_trans_pump_ect_on_min","4000cc96","Data Label","Global","User Defined","1","0"
"CAL_trans_pump_ect_off_min","4000cc97","Data Label","Global","User Defined","1","0"
"CAL_trans_pump_cold_cutoff","4000cc98","Data Label","Global","User Defined","1","0"
"CAL_trans_pump_warmup_min","4000cc99","Data Label","Global","User Defined","1","0"
"CAL_trans_pump_warmup_max","4000cc9a","Data Label","Global","User Defined","1","0"
"CAL_trans_pump_no_cool_min","4000cc9b","Data Label","Global","User Defined","1","0"
"CAL_trans_pump_ect_off_max","4000cc9c","Data Label","Global","User Defined","1","0"
"CAL_trans_pump_ect_on_max","4000cc9d","Data Label","Global","User Defined","1","0"
"CAL_trans_pump_cool_off","4000cc9e","Data Label","Global","User Defined","1","0"
"CAL_trans_pump_no_cool_max","4000cc9f","Data Label","Global","User Defined","1","0"
"CAL_trans_temp_voltage_threshold","4000cca4","Data Label","Global","User Defined","1","1"
"CAL_trans_fluid_P2797_threshold","4000cca8","Data Label","Global","User Defined","2","0"
"CAL_exhaust_flap_stationary_override_enable","4000cca9","Data Label","Global","User Defined","2","0"
"CAL_dpm_min_engine_rpm","4000ccae","Data Label","Global","User Defined","1","0"
"CAL_dpm_lr_diff_threshold","4000ccb0","Data Label","Global","User Defined","1","0"
"CAL_dpm_direct_mode_off_delay","4000ccb2","Data Label","Global","User Defined","1","0"
"CAL_dpm_direct_mode_on_delay","4000ccb4","Data Label","Global","User Defined","1","0"
"CAL_dpm_integral_update_period","4000ccb6","Data Label","Global","User Defined","2","0"
"CAL_dpm_torque_min_allowed","4000ccb8","Data Label","Global","User Defined","2","0"
"CAL_dpm_slip_target_offset","4000ccba","Data Label","Global","User Defined","2","0"
"CAL_dpm_max_vehicle_speed","4000ccbb","Data Label","Global","User Defined","1","0"
"CAL_dpm_min_vehicle_speed","4000ccbc","Data Label","Global","User Defined","2","0"
"CAL_dpm_intervention_threshold","4000ccbd","Data Label","Global","User Defined","1","0"
"CAL_dpm_integral_gain","4000ccbe","Data Label","Global","User Defined","1","0"
"CAL_dpm_integral_limit","4000ccbf","Data Label","Global","User Defined","4","0"
